accession	evalue	identity_pct	query_coverage	passes_filter	title
P63105	1.33e-83	84.4	99.3	True	sp|P63105.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain; C
P60530	1.46e-83	83.1	100.0	True	sp|P60530.2| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain; C
P15448	1.57e-83	85.1	99.3	True	sp|P15448.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain; C
P01943	1.72e-83	83.7	99.3	True	sp|P01943.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain; C
P17689	1.73e-83	85.1	99.3	True	sp|P17689.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain; C
P04237	1.91e-83	87.1	98.6	True	sp|P04237.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain; C
P07403	2.26e-83	90.1	99.3	True	sp|P07403.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain; C
P18977	2.28e-83	85.1	99.3	True	sp|P18977.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain; C
P01957	2.60e-83	84.5	99.3	True	sp|P01957.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain; C
P07414	3.39e-83	80.9	99.3	True	sp|P07414.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain; C
P60529	4.08e-83	83.7	99.3	True	sp|P60529.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain; C
P09420	4.08e-83	90.1	99.3	True	sp|P09420.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain; C
P21379	4.26e-83	85.1	99.3	True	sp|P21379.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain; C
P01954	5.19e-83	83.0	99.3	True	sp|P01954.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain; C
P60523	1.49e-82	83.0	99.3	True	sp|P60523.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain; C
P01965	1.83e-82	84.4	99.3	True	sp|P01965.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain; C
P67815	2.28e-82	83.0	99.3	True	sp|P67815.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain; C
P21200	2.63e-82	83.0	99.3	True	sp|P21200.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain; C
B3EWD7	4.87e-82	85.1	99.3	True	sp|B3EWD7.1| RecName: Full=Hemoglobin subunit alpha [Tamiasciurus hudsonicus]
P07425	6.99e-82	83.0	99.3	True	sp|P07425.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain; C
B3EWE1	1.28e-81	84.4	99.3	True	sp|B3EWE1.1| RecName: Full=Hemoglobin subunit alpha [Blarina brevicauda]
P19014	1.86e-81	82.4	100.0	True	sp|P19014.2| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain; C
P01973	2.36e-81	82.3	99.3	True	sp|P01973.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain; C
P01955	2.88e-81	81.6	99.3	True	sp|P01955.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain; C
P01950	5.26e-81	85.1	99.3	True	sp|P01950.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain; C
P11751	1.48e-80	83.7	99.3	True	sp|P11751.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain; C
B3EWD1	4.62e-80	82.3	99.3	True	sp|B3EWD1.1| RecName: Full=Hemoglobin subunit alpha [Sciurus carolinensis]
P81043	9.02e-80	80.3	100.0	True	sp|P81043.3| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain; C
P01964	1.02e-79	82.3	99.3	True	sp|P01964.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain; C
P01975	2.91e-79	80.9	99.3	True	sp|P01975.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain; C
Q9XSN2	3.51e-79	81.7	100.0	True	sp|Q9XSN2.3| RecName: Full=Hemoglobin subunit alpha-1; AltName: Full=Alpha-1-globin; AltName: Full=Hemoglobin alpha-1 ch
B3EWD3	1.58e-78	83.0	99.3	True	sp|B3EWD3.1| RecName: Full=Hemoglobin subunit alpha [Peromyscus crinitus]
P14525	1.61e-77	80.9	99.3	True	sp|P14525.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain; C
P23019	2.37e-76	85.8	99.3	True	sp|P23019.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain; C
P01947	5.05e-75	76.1	100.0	True	sp|P01947.2| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain; C
P18973	9.44e-75	84.4	99.3	True	sp|P18973.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain; C
P24291	1.24e-74	77.3	99.3	True	sp|P24291.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain; C
P07419	8.10e-74	81.0	100.0	True	sp|P07419.2| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain; C
P01972	2.76e-73	77.3	90.1	True	sp|P01972.1| RecName: Full=Hemoglobin subunit alpha-1/2; AltName: Full=Alpha-1/2-globin; AltName: Full=Hemoglobin alpha-
P01979	7.75e-73	72.3	99.3	True	sp|P01979.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain; C
Q7LZC3	1.60e-72	70.9	99.3	True	sp|Q7LZC3.1| RecName: Full=Hemoglobin subunit alpha-A; AltName: Full=Alpha-A-globin; AltName: Full=Hemoglobin alpha-A ch
P01977	4.19e-72	73.8	99.3	True	sp|P01977.1| RecName: Full=Hemoglobin subunit alpha-1; AltName: Full=Alpha-1-globin; AltName: Full=Hemoglobin alpha-1 ch
P22740	8.46e-72	71.8	100.0	True	sp|P22740.2| RecName: Full=Hemoglobin subunit alpha-A; AltName: Full=Alpha-A-globin; AltName: Full=Hemoglobin alpha-A ch
P01986	1.30e-71	71.8	100.0	True	sp|P01986.2| RecName: Full=Hemoglobin subunit alpha-A; AltName: Full=Alpha-A-globin; AltName: Full=Hemoglobin alpha-A ch
